"Base","Style","From","R","G","B","ShiftR","ShiftG","ShiftB"
"trans_sorcerer_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_sorcerer_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_sorcerer_female","19","1","1,18","0,82","1,02","26","-16","8"
"trans_sorcerer_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_sorcerer_male","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_sorcerer_male","11","9","0,82","1,02","1,2","-18","0","24"
"trans_sorcerer_male","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_sorcerer_male","13","9","1,2","0,92","1,15","22","-4","18"
"trans_sorcerer_male","14","9","0,82","1,15","1,16","-20","18","20"
"trans_sorcerer_male","15","9","1,18","1,06","0,72","22","12","-28"
"trans_sorcerer_male","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_sorcerer_male","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_sorcerer_male","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_sorcerer_male","19","1","1,18","0,82","1,02","26","-16","8"
"trans_sorcerer_male","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_warlock_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_warlock_female","11","9","0,82","1,02","1,2","-18","0","24"
"trans_warlock_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_warlock_female","13","9","1,2","0,92","1,15","22","-4","18"
"trans_warlock_female","14","9","0,82","1,15","1,16","-20","18","20"
"trans_warlock_female","15","9","1,18","1,06","0,72","22","12","-28"
"trans_warlock_female","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_warlock_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_warlock_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_warlock_female","19","1","1,18","0,82","1,02","26","-16","8"
"trans_warlock_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_warlock_male","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_warlock_male","11","9","0,82","1,02","1,2","-18","0","24"
"trans_warlock_male","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_warlock_male","13","9","1,2","0,92","1,15","22","-4","18"
"trans_warlock_male","14","9","0,82","1,15","1,16","-20","18","20"
"trans_warlock_male","15","9","1,18","1,06","0,72","22","12","-28"
"trans_warlock_male","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_warlock_male","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_warlock_male","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_warlock_male","19","1","1,18","0,82","1,02","26","-16","8"
"trans_warlock_male","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_wizard_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_wizard_female","11","9","0,82","1,02","1,2","-18","0","24"
"trans_wizard_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_wizard_female","13","9","1,2","0,92","1,15","22","-4","18"
"trans_wizard_female","14","9","0,82","1,15","1,16","-20","18","20"
"trans_wizard_female","15","9","1,18","1,06","0,72","22","12","-28"
"trans_wizard_female","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_wizard_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_wizard_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_wizard_female","19","1","1,18","0,82","1,02","26","-16","8"
"trans_wizard_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_wizard_male","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_wizard_male","11","9","0,82","1,02","1,2","-18","0","24"
"trans_wizard_male","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_wizard_male","13","9","1,2","0,92","1,15","22","-4","18"
"trans_wizard_male","14","9","0,82","1,15","1,16","-20","18","20"
"trans_wizard_male","15","9","1,18","1,06","0,72","22","12","-28"
"trans_wizard_male","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_wizard_male","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_wizard_male","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_wizard_male","19","1","1,18","0,82","1,02","26","-16","8"
"trans_wizard_male","20","1","0,74","1,12","0,92","-26","18","-8"
"troubadour_male","10","9","1,15","0,85","0,8","18","-8","-14"
"troubadour_male","11","9","0,82","1,02","1,2","-18","0","24"
"troubadour_male","12","9","0,78","1,18","0,82","-20","22","-18"
"troubadour_male","13","9","1,2","0,92","1,15","22","-4","18"
"troubadour_male","14","9","0,82","1,15","1,16","-20","18","20"
"troubadour_male","15","9","1,18","1,06","0,72","22","12","-28"
"troubadour_male","16","6","1,2","0,76","0,72","28","-18","-22"
"troubadour_male","17","6","0,72","0,96","1,22","-28","-2","30"
"troubadour_male","18","1","0,78","0,88","1,18","-24","-10","28"
"troubadour_male","19","1","1,18","0,82","1,02","26","-16","8"
"troubadour_male","20","1","0,74","1,12","0,92","-26","18","-8"
"troubadour_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"troubadour_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"troubadour_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"troubadour_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"troubadour_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"troubadour_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"troubadour_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"troubadour_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"troubadour_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"troubadour_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"troubadour_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"troubadour_riding_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"troubadour_riding_³²","11","9","0,82","1,02","1,2","-18","0","24"
"troubadour_riding_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"troubadour_riding_³²","13","9","1,2","0,92","1,15","22","-4","18"
"troubadour_riding_³²","14","9","0,82","1,15","1,16","-20","18","20"
"troubadour_riding_³²","15","9","1,18","1,06","0,72","22","12","-28"
"troubadour_riding_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"troubadour_riding_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"troubadour_riding_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"troubadour_riding_³²","19","1","1,18","0,82","1,02","26","-16","8"
"troubadour_riding_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"troubadour_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"troubadour_³²","11","9","0,82","1,02","1,2","-18","0","24"
"troubadour_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"troubadour_³²","13","9","1,2","0,92","1,15","22","-4","18"
"troubadour_³²","14","9","0,82","1,15","1,16","-20","18","20"
"troubadour_³²","15","9","1,18","1,06","0,72","22","12","-28"
"troubadour_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"troubadour_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"troubadour_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"troubadour_³²","19","1","1,18","0,82","1,02","26","-16","8"
"troubadour_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"trouvere_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trouvere_female","11","9","0,82","1,02","1,2","-18","0","24"
"trouvere_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trouvere_female","13","9","1,2","0,92","1,15","22","-4","18"
"trouvere_female","14","9","0,82","1,15","1,16","-20","18","20"
"trouvere_female","15","9","1,18","1,06","0,72","22","12","-28"
"trouvere_female","16","6","1,2","0,76","0,72","28","-18","-22"
"trouvere_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trouvere_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trouvere_female","19","1","1,18","0,82","1,02","26","-16","8"
"trouvere_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trouvere_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"trouvere_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"trouvere_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"trouvere_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"trouvere_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"trouvere_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"trouvere_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"trouvere_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"trouvere_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"trouvere_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"trouvere_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"trouvere_riding_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"trouvere_riding_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"trouvere_riding_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"trouvere_riding_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"trouvere_riding_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"trouvere_riding_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"trouvere_riding_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"trouvere_riding_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"trouvere_riding_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"trouvere_riding_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"trouvere_riding_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"trouvere_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"trouvere_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"trouvere_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"trouvere_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"trouvere_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"trouvere_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"trouvere_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"trouvere_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"trouvere_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"trouvere_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"trouvere_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"wanderer_female","10","9","1,15","0,85","0,8","18","-8","-14"
"wanderer_female","11","9","0,82","1,02","1,2","-18","0","24"
"wanderer_female","12","9","0,78","1,18","0,82","-20","22","-18"
"wanderer_female","13","9","1,2","0,92","1,15","22","-4","18"
"wanderer_female","14","9","0,82","1,15","1,16","-20","18","20"
"wanderer_female","15","9","1,18","1,06","0,72","22","12","-28"
"wanderer_female","16","6","1,2","0,76","0,72","28","-18","-22"
"wanderer_female","17","6","0,72","0,96","1,22","-28","-2","30"
"wanderer_female","18","1","0,78","0,88","1,18","-24","-10","28"
"wanderer_female","19","1","1,18","0,82","1,02","26","-16","8"
"wanderer_female","20","1","0,74","1,12","0,92","-26","18","-8"
"warlock_female","10","9","1,15","0,85","0,8","18","-8","-14"
"warlock_female","11","9","0,82","1,02","1,2","-18","0","24"
"warlock_female","12","9","0,78","1,18","0,82","-20","22","-18"
"warlock_female","13","9","1,2","0,92","1,15","22","-4","18"
"warlock_female","14","9","0,82","1,15","1,16","-20","18","20"
"warlock_female","15","9","1,18","1,06","0,72","22","12","-28"
"warlock_female","16","6","1,2","0,76","0,72","28","-18","-22"
"warlock_female","17","6","0,72","0,96","1,22","-28","-2","30"
"warlock_female","18","1","0,78","0,88","1,18","-24","-10","28"
"warlock_female","19","1","1,18","0,82","1,02","26","-16","8"
"warlock_female","20","1","0,74","1,12","0,92","-26","18","-8"
"warlock_male","10","9","1,15","0,85","0,8","18","-8","-14"
"warlock_male","11","9","0,82","1,02","1,2","-18","0","24"
"warlock_male","12","9","0,78","1,18","0,82","-20","22","-18"
"warlock_male","13","9","1,2","0,92","1,15","22","-4","18"
"warlock_male","14","9","0,82","1,15","1,16","-20","18","20"
"warlock_male","15","9","1,18","1,06","0,72","22","12","-28"
"warlock_male","16","6","1,2","0,76","0,72","28","-18","-22"
"warlock_male","17","6","0,72","0,96","1,22","-28","-2","30"
"warlock_male","18","1","0,78","0,88","1,18","-24","-10","28"
"warlock_male","19","1","1,18","0,82","1,02","26","-16","8"
"warlock_male","20","1","0,74","1,12","0,92","-26","18","-8"
"whitesmith_female","10","9","1,15","0,85","0,8","18","-8","-14"
"whitesmith_female","11","9","0,82","1,02","1,2","-18","0","24"
"whitesmith_female","12","9","0,78","1,18","0,82","-20","22","-18"
"whitesmith_female","13","9","1,2","0,92","1,15","22","-4","18"
"whitesmith_female","14","9","0,82","1,15","1,16","-20","18","20"
"whitesmith_female","15","9","1,18","1,06","0,72","22","12","-28"
"whitesmith_female","16","6","1,2","0,76","0,72","28","-18","-22"
"whitesmith_female","17","6","0,72","0,96","1,22","-28","-2","30"
"whitesmith_female","18","1","0,78","0,88","1,18","-24","-10","28"
"whitesmith_female","19","1","1,18","0,82","1,02","26","-16","8"
"whitesmith_female","20","1","0,74","1,12","0,92","-26","18","-8"
"whitesmith_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"whitesmith_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"whitesmith_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"whitesmith_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"whitesmith_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"whitesmith_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"whitesmith_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"whitesmith_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"whitesmith_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"whitesmith_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"whitesmith_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"whitesmith_male","10","9","1,15","0,85","0,8","18","-8","-14"
"whitesmith_male","11","9","0,82","1,02","1,2","-18","0","24"
"whitesmith_male","12","9","0,78","1,18","0,82","-20","22","-18"
"whitesmith_male","13","9","1,2","0,92","1,15","22","-4","18"
"whitesmith_male","14","9","0,82","1,15","1,16","-20","18","20"
"whitesmith_male","15","9","1,18","1,06","0,72","22","12","-28"
"whitesmith_male","16","6","1,2","0,76","0,72","28","-18","-22"
"whitesmith_male","17","6","0,72","0,96","1,22","-28","-2","30"
"whitesmith_male","18","1","0,78","0,88","1,18","-24","-10","28"
"whitesmith_male","19","1","1,18","0,82","1,02","26","-16","8"
"whitesmith_male","20","1","0,74","1,12","0,92","-26","18","-8"
"whitesmith_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"whitesmith_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"whitesmith_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"whitesmith_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"whitesmith_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"whitesmith_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"whitesmith_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"whitesmith_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"whitesmith_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"whitesmith_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"whitesmith_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"windhawk_female","10","9","1,15","0,85","0,8","18","-8","-14"
"windhawk_female","11","9","0,82","1,02","1,2","-18","0","24"
"windhawk_female","12","9","0,78","1,18","0,82","-20","22","-18"
"windhawk_female","13","9","1,2","0,92","1,15","22","-4","18"
"windhawk_female","14","9","0,82","1,15","1,16","-20","18","20"
"windhawk_female","15","9","1,18","1,06","0,72","22","12","-28"
"windhawk_female","16","6","1,2","0,76","0,72","28","-18","-22"
"windhawk_female","17","6","0,72","0,96","1,22","-28","-2","30"
"windhawk_female","18","1","0,78","0,88","1,18","-24","-10","28"
"windhawk_female","19","1","1,18","0,82","1,02","26","-16","8"
"windhawk_female","20","1","0,74","1,12","0,92","-26","18","-8"
"windhawk_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"windhawk_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"windhawk_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"windhawk_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"windhawk_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"windhawk_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"windhawk_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"windhawk_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"windhawk_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"windhawk_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"windhawk_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"windhawk_male","10","9","1,15","0,85","0,8","18","-8","-14"
"windhawk_male","11","9","0,82","1,02","1,2","-18","0","24"
"windhawk_male","12","9","0,78","1,18","0,82","-20","22","-18"
"windhawk_male","13","9","1,2","0,92","1,15","22","-4","18"
"windhawk_male","14","9","0,82","1,15","1,16","-20","18","20"
"windhawk_male","15","9","1,18","1,06","0,72","22","12","-28"
"windhawk_male","16","6","1,2","0,76","0,72","28","-18","-22"
"windhawk_male","17","6","0,72","0,96","1,22","-28","-2","30"
"windhawk_male","18","1","0,78","0,88","1,18","-24","-10","28"
"windhawk_male","19","1","1,18","0,82","1,02","26","-16","8"
"windhawk_male","20","1","0,74","1,12","0,92","-26","18","-8"
"windhawk_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"windhawk_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"windhawk_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"windhawk_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"windhawk_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"windhawk_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"windhawk_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"windhawk_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"windhawk_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"windhawk_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
